Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,year
252,Dalano Banton,25,POR,PG,42,0,15.9,3.1,7.6,.409,1.2,3.4,.362,1.9,4.3,.447,.489,1.4,2.0,.698,0.3,1.6,1.9,2.2,0.7,0.5,1.3,0.9,8.9,,2025
253,Nick Richards,27,2TM,C,35,22,22.0,3.2,5.6,.566,0.0,0.1,.000,3.2,5.5,.572,.566,2.5,3.6,.704,2.6,5.9,8.5,1.0,0.3,1.2,1.5,2.5,8.9,,2025
254,Nick Richards,27,CHO,C,21,9,21.0,3.0,5.4,.561,0.0,0.0,.000,3.0,5.4,.566,.561,2.8,4.1,.678,2.4,5.1,7.5,1.3,0.3,1.2,1.6,2.3,8.9,,2025
255,Nick Richards,27,PHO,C,14,13,23.6,3.4,5.9,.573,0.0,0.1,.000,3.4,5.8,.580,.573,2.1,2.7,.763,2.9,7.1,10.0,0.6,0.2,1.1,1.4,2.9,8.8,,2025
256,Brice Sensabaugh,21,UTA,SF,44,1,17.3,3.2,7.1,.446,1.6,4.3,.372,1.6,2.8,.561,.559,0.9,1.0,.907,0.6,1.9,2.5,1.2,0.6,0.1,1.3,1.4,8.9,,2025
257,Trendon Watford,24,BRK,PF,19,0,17.3,3.2,6.8,.473,0.6,1.9,.324,2.6,4.8,.533,.519,1.9,2.3,.837,0.4,2.5,2.9,1.5,0.6,0.3,1.2,2.3,8.9,,2025
258,Nickeil Alexander-Walker,26,MIN,SG,56,8,24.5,3.2,7.2,.439,1.7,4.4,.391,1.4,2.8,.516,.560,0.8,1.0,.754,0.6,2.5,3.1,2.5,0.6,0.3,1.3,1.8,8.8,,2025
259,Wendell Carter Jr.,25,ORL,C,43,26,25.2,3.1,6.8,.457,0.4,2.2,.202,2.7,4.6,.578,.490,2.1,2.9,.720,1.8,5.2,7.1,2.3,0.8,0.5,1.0,2.7,8.8,,2025
260,Dorian Finney-Smith,31,2TM,PF,37,25,27.2,3.1,6.7,.462,1.9,4.6,.413,1.2,2.1,.571,.604,0.6,0.8,.677,1.2,2.6,3.8,1.4,0.9,0.4,0.9,2.4,8.7,,2025
261,Dorian Finney-Smith,31,BRK,PF,20,20,29.0,3.7,8.0,.459,2.4,5.4,.435,1.3,2.6,.510,.607,0.8,1.2,.625,1.6,3.0,4.6,1.6,0.9,0.6,0.9,2.7,10.4,,2025
262,Dorian Finney-Smith,31,LAL,PF,17,5,25.2,2.5,5.3,.467,1.4,3.8,.375,1.1,1.5,.692,.600,0.4,0.4,.857,0.8,2.2,3.0,1.3,0.9,0.1,0.9,2.1,6.7,,2025
263,Kentavious Caldwell-Pope,31,ORL,SG,53,53,30.2,3.0,7.4,.410,1.4,4.6,.309,1.6,2.8,.578,.506,1.2,1.3,.886,0.4,1.7,2.1,1.8,1.5,0.5,0.8,1.9,8.7,,2025
264,Marcus Smart,30,MEM,PG,19,6,21.1,2.8,7.8,.358,1.5,4.7,.322,1.3,3.1,.414,.456,1.6,1.9,.833,0.7,1.5,2.3,3.7,1.2,0.3,1.8,1.6,8.7,,2025
265,Max Strus,28,CLE,SF,25,12,24.9,3.1,7.3,.423,2.2,5.8,.379,0.9,1.5,.595,.574,0.4,0.4,.818,0.8,3.6,4.4,3.1,0.6,0.4,1.0,2.0,8.7,,2025
266,Jusuf Nurkić,30,2TM,C,26,24,23.4,3.0,6.5,.458,0.7,2.3,.317,2.2,4.2,.537,.515,2.0,2.8,.699,1.8,7.3,9.1,1.8,0.9,0.7,2.2,3.0,8.6,,2025
267,Jusuf Nurkić,30,PHO,C,25,23,23.7,3.0,6.5,.454,0.8,2.4,.322,2.2,4.2,.529,.512,1.9,2.8,.696,1.8,7.3,9.2,1.9,0.9,0.6,2.3,3.1,8.6,,2025
268,Jusuf Nurkić,30,CHO,C,1,1,16.0,3.0,5.0,.600,0.0,1.0,.000,3.0,4.0,.750,.600,3.0,4.0,.750,1.0,7.0,8.0,1.0,1.0,1.0,1.0,1.0,9.0,,2025
269,Goga Bitadze,25,ORL,C,45,41,23.6,3.6,5.9,.614,0.0,0.4,.100,3.6,5.5,.656,.618,1.3,2.0,.633,2.7,5.3,8.0,2.2,0.8,1.7,1.3,2.2,8.6,,2025
270,Jalen Smith,24,CHI,C,50,1,15.3,3.0,6.4,.476,1.3,3.6,.354,1.8,2.8,.631,.575,1.2,1.5,.836,1.4,4.1,5.5,0.9,0.2,0.7,0.6,1.5,8.6,,2025
271,Kel'el Ware,20,MIA,C,38,12,19.1,3.6,6.7,.535,0.7,1.8,.357,2.9,4.8,.603,.585,0.8,1.1,.732,1.4,4.4,5.8,0.8,0.6,1.0,0.8,1.3,8.6,,2025
272,Draymond Green,34,GSW,PF,41,39,28.5,3.0,7.0,.427,1.2,3.5,.343,1.8,3.5,.510,.512,1.3,2.1,.632,1.0,4.8,5.8,5.6,1.3,1.1,2.5,3.1,8.5,,2025
273,Yves Missi,20,NOP,C,52,46,27.1,3.4,6.3,.543,0.0,0.0,.000,3.4,6.3,.544,.543,1.7,2.6,.649,3.4,4.6,8.0,1.4,0.5,1.4,1.2,2.1,8.5,,2025
274,Larry Nance Jr.,32,ATL,PF,24,3,19.3,3.3,6.5,.516,1.4,3.2,.447,1.9,3.3,.582,.626,0.4,0.5,.692,1.0,3.3,4.3,1.6,0.8,0.5,0.7,1.5,8.5,,2025
275,Jaylen Nowell,25,NOP,SG,8,0,21.0,3.3,9.1,.356,1.0,3.4,.296,2.3,5.8,.391,.411,0.9,1.4,.636,0.8,1.8,2.5,2.3,0.1,0.5,1.0,1.1,8.4,,2025
276,Tristan Da Silva,23,ORL,SF,52,35,24.9,3.1,7.3,.425,1.2,3.7,.332,1.9,3.6,.519,.508,0.9,1.0,.865,1.2,2.6,3.8,1.7,0.5,0.3,0.9,1.4,8.3,,2025
277,Mike Conley,37,MIN,PG,47,41,25.1,2.6,7.0,.371,1.8,4.6,.390,0.8,2.4,.333,.500,1.2,1.4,.906,0.5,2.2,2.7,4.6,1.2,0.2,1.1,1.4,8.2,,2025
278,Justin Edwards,21,PHI,SF,25,9,23.8,3.1,6.7,.464,1.4,4.0,.364,1.7,2.8,.609,.571,0.5,0.8,.632,1.0,2.2,3.2,1.4,0.8,0.3,0.8,2.2,8.2,,2025
279,Keon Ellis,25,SAC,SG,53,11,22.4,2.8,5.6,.488,1.8,3.9,.447,1.0,1.7,.582,.644,0.9,1.1,.842,0.8,1.8,2.6,1.3,1.4,0.8,0.8,1.8,8.2,,2025
280,Day'Ron Sharpe,23,BRK,C,32,0,17.3,3.4,6.5,.522,0.2,0.9,.200,3.2,5.5,.576,.536,1.3,1.7,.774,3.0,3.2,6.2,1.6,0.7,0.6,1.3,2.1,8.2,,2025
281,Kyshawn George,21,WAS,SG,48,18,26.2,2.8,7.5,.365,1.6,5.1,.312,1.1,2.4,.478,.471,1.0,1.3,.770,0.8,3.2,4.0,2.2,0.9,0.6,1.3,3.0,8.1,,2025
282,Peyton Watson,22,DEN,SF,48,12,24.1,2.9,6.2,.471,0.7,2.0,.340,2.3,4.2,.532,.525,1.6,2.1,.752,0.8,2.6,3.4,1.5,0.9,1.2,0.9,1.7,8.1,,2025
283,Bruce Brown,28,2TM,PG,20,0,19.8,3.0,7.2,.420,0.6,2.0,.275,2.5,5.2,.476,.458,1.5,1.7,.879,0.9,2.9,3.8,1.6,0.9,0.2,1.0,1.7,8.0,,2025
284,Bruce Brown,28,TOR,PG,18,0,19.6,3.2,7.3,.435,0.6,2.0,.306,2.6,5.3,.484,.477,1.4,1.6,.897,0.9,2.8,3.8,1.6,0.9,0.2,1.1,1.4,8.4,,2025
285,Bruce Brown,28,NOP,PG,2,0,21.5,1.5,6.0,.250,0.0,2.0,.000,1.5,4.0,.375,.250,1.5,2.0,.750,0.5,3.0,3.5,1.5,0.5,0.0,0.5,3.5,4.5,,2025
286,Brandon Clarke,28,MEM,PF,50,18,18.9,3.5,5.8,.611,0.0,0.3,.063,3.5,5.4,.643,.613,0.8,1.2,.689,1.9,3.1,5.0,1.0,0.8,0.5,0.6,2.4,7.9,,2025
287,Jaden Hardy,22,DAL,SG,42,3,15.3,2.9,6.9,.420,1.2,3.3,.372,1.7,3.6,.464,.509,0.9,1.3,.696,0.2,1.4,1.6,1.4,0.5,0.1,1.4,1.5,7.9,,2025
288,Al Horford,38,BOS,C,43,29,26.7,2.9,7.1,.404,1.8,5.1,.353,1.1,2.1,.528,.529,0.4,0.4,.889,1.1,4.4,5.5,1.9,0.6,0.9,0.7,1.4,7.9,,2025
289,Taurean Prince,30,MIL,SF,53,46,26.1,2.8,6.2,.460,1.8,4.0,.462,1.0,2.2,.456,.610,0.4,0.5,.821,0.5,3.2,3.7,2.0,0.8,0.1,1.0,2.1,7.9,,2025
290,Nick Smith Jr.,20,CHO,SG,33,14,18.7,3.0,7.5,.403,1.4,4.1,.341,1.6,3.4,.478,.496,0.4,0.5,.875,0.2,1.8,1.9,1.8,0.4,0.2,1.1,1.0,7.9,,2025
291,Justin Champagnie,23,WAS,SF,35,14,18.5,3.0,5.9,.515,1.1,2.7,.385,2.0,3.1,.627,.604,0.7,1.0,.686,1.5,3.0,4.5,0.9,0.9,0.6,0.8,1.9,7.8,,2025
292,Cody Martin,29,CHO,SF,39,8,24.8,3.0,6.9,.433,1.0,3.2,.323,1.9,3.7,.528,.507,0.9,1.3,.694,1.0,3.5,4.5,2.3,1.1,0.7,1.1,1.8,7.8,,2025
293,Tyrese Martin,25,BRK,SG,36,6,21.0,2.8,7.2,.391,1.5,4.4,.338,1.3,2.7,.480,.496,0.6,0.9,.719,1.0,2.9,3.9,1.8,0.5,0.1,1.3,1.2,7.8,,2025
294,A.J. Green,25,MIL,SG,46,5,21.9,2.6,6.0,.431,2.2,5.0,.427,0.4,1.0,.455,.611,0.3,0.4,.889,0.2,2.0,2.3,1.2,0.5,0.1,0.5,2.1,7.7,,2025
295,Sam Hauser,27,BOS,PF,46,9,20.1,2.7,6.2,.445,2.1,5.3,.402,0.6,0.8,.718,.618,0.1,0.1,1.000,0.6,2.4,3.0,1.0,0.7,0.2,0.3,1.2,7.7,,2025
296,Ja'Kobe Walter,20,TOR,SG,36,9,19.6,2.8,7.0,.406,1.0,3.3,.311,1.8,3.7,.492,.480,1.0,1.4,.700,0.8,1.8,2.5,1.4,0.7,0.2,0.8,1.8,7.7,,2025
297,Kevin Huerter,26,2TM,SG,46,15,20.8,2.9,7.2,.398,1.4,4.7,.290,1.5,2.5,.600,.492,0.5,0.7,.688,0.5,2.4,2.9,1.8,0.8,0.3,0.9,1.7,7.6,,2025
298,Kevin Huerter,26,SAC,SG,43,15,20.9,3.0,7.2,.413,1.4,4.8,.302,1.5,2.4,.629,.513,0.5,0.7,.714,0.4,2.3,2.8,1.7,0.8,0.4,0.9,1.6,7.9,,2025
299,Kevin Huerter,26,CHI,SG,3,0,19.3,1.3,7.3,.182,0.3,4.0,.083,1.0,3.3,.300,.205,0.7,1.3,.500,1.3,3.0,4.3,2.3,1.0,0.0,1.7,2.3,3.7,,2025
300,Josh Green,24,CHO,SG,47,46,28.6,2.7,6.1,.443,1.4,3.5,.406,1.3,2.6,.492,.559,0.7,1.1,.700,0.9,1.8,2.8,1.4,1.1,0.2,0.9,2.6,7.6,,2025
301,Trayce Jackson-Davis,24,GSW,C,49,37,18.5,3.2,5.7,.570,0.0,0.0,.000,3.2,5.7,.572,.570,1.1,1.8,.605,2.2,3.7,5.9,2.0,0.4,0.7,0.8,1.4,7.6,,2025
302,Johnny Juzang,23,UTA,SG,38,5,17.6,2.6,6.1,.422,1.7,4.4,.398,0.8,1.7,.485,.565,0.7,0.8,.839,0.6,2.0,2.6,1.0,0.4,0.1,0.5,2.0,7.6,,2025
303,Aaron Nesmith,25,IND,SF,18,10,20.6,2.6,5.6,.465,0.9,2.6,.362,1.7,3.0,.556,.550,1.4,1.6,.897,0.4,2.7,3.1,1.4,0.7,0.3,0.7,2.7,7.6,,2025
304,Garrison Mathews,28,ATL,SG,43,2,17.7,2.1,5.5,.390,1.8,4.7,.385,0.3,0.8,.417,.553,1.5,1.8,.829,0.3,1.5,1.8,1.3,0.6,0.3,0.7,1.7,7.5,,2025
305,Vasilije Micić,31,CHO,PG,36,16,21.2,2.6,7.6,.348,1.3,3.5,.360,1.4,4.1,.338,.430,0.9,1.1,.829,0.6,1.9,2.4,3.5,0.4,0.0,2.1,1.2,7.5,,2025
306,Quinten Post,24,GSW,PF,17,7,14.0,2.8,5.8,.480,1.5,3.7,.397,1.3,2.1,.629,.607,0.5,0.5,1.000,0.9,2.4,3.3,1.6,0.1,0.2,0.5,1.6,7.5,,2025
307,Jay Huff,26,MEM,C,46,1,12.5,2.6,5.0,.522,1.4,3.3,.418,1.2,1.7,.727,.661,0.8,1.0,.771,0.5,1.6,2.1,0.7,0.2,0.9,0.6,1.3,7.4,,2025
308,Sam Merrill,28,CLE,SG,45,2,19.3,2.4,6.2,.396,1.9,5.4,.361,0.5,0.8,.622,.552,0.6,0.6,.962,0.5,1.5,2.0,1.5,0.6,0.2,0.5,1.8,7.4,,2025
309,Cameron Payne,30,NYK,PG,48,1,14.6,2.6,6.1,.428,1.4,3.7,.375,1.2,2.4,.509,.541,0.8,0.9,.886,0.2,1.2,1.4,2.6,0.6,0.3,0.7,1.6,7.4,,2025
310,Cason Wallace,21,OKC,SG,46,32,27.4,3.0,6.8,.442,1.0,2.9,.333,2.0,3.8,.525,.514,0.3,0.4,.778,1.1,2.4,3.5,2.4,1.8,0.6,0.7,2.2,7.3,,2025
311,Lonzo Ball,27,CHI,PG,30,9,21.6,2.4,6.5,.362,1.8,5.4,.340,0.5,1.1,.471,.503,0.6,0.7,.857,0.7,2.8,3.4,3.5,1.5,0.5,1.2,1.7,7.2,,2025
312,Bones Hyland,24,LAC,PG,20,0,11.1,2.3,5.8,.391,1.6,4.0,.388,0.7,1.8,.400,.526,1.2,1.3,.885,0.3,1.0,1.2,1.4,0.9,0.2,1.2,1.3,7.2,,2025
313,Jared Butler,24,2TM,SG,35,1,11.8,2.7,5.8,.475,0.5,1.4,.340,2.3,4.3,.520,.517,1.2,1.5,.788,0.5,0.9,1.4,2.7,0.4,0.2,1.0,1.3,7.1,,2025
314,Jared Butler,24,WAS,PG,32,0,11.3,2.7,5.5,.483,0.5,1.3,.366,2.2,4.2,.519,.526,1.1,1.4,.778,0.4,0.8,1.3,2.6,0.4,0.2,0.9,1.3,6.9,,2025
315,Jared Butler,24,PHI,SG,3,1,17.0,3.7,8.7,.423,0.7,3.0,.222,3.0,5.7,.529,.462,2.0,2.3,.857,0.7,2.0,2.7,4.7,0.3,0.7,1.7,1.3,10.0,,2025
316,Precious Achiuwa,25,NYK,C,33,6,21.9,3.0,5.5,.550,0.2,0.7,.333,2.8,4.7,.583,.572,0.8,1.4,.622,2.2,3.8,6.0,1.1,1.0,0.8,0.8,1.6,7.1,,2025
317,Kelly Olynyk,33,TOR,C,24,2,16.0,2.5,4.9,.500,0.8,1.8,.442,1.7,3.1,.533,.581,1.4,1.8,.791,1.0,2.7,3.7,2.3,0.7,0.3,1.5,2.5,7.1,,2025
318,Jake LaRavia,23,2TM,PF,51,0,20.2,2.4,4.9,.488,0.8,1.9,.433,1.6,3.0,.523,.571,1.3,2.0,.670,1.4,2.8,4.2,2.7,0.9,0.4,1.4,1.9,7.0,,2025
319,Jake LaRavia,23,MEM,PF,47,0,20.9,2.5,5.1,.490,0.9,1.9,.444,1.7,3.2,.517,.573,1.4,2.0,.698,1.4,2.9,4.4,2.8,0.9,0.4,1.5,2.0,7.3,,2025
320,Jake LaRavia,23,SAC,PF,4,0,11.5,1.3,2.8,.455,0.5,1.8,.286,0.8,1.0,.750,.545,0.0,1.0,.000,1.3,0.8,2.0,0.8,0.5,0.5,1.0,1.0,3.0,,2025
321,Isaiah Jackson,23,IND,C,5,1,16.8,2.8,4.6,.609,0.0,0.0,,2.8,4.6,.609,.609,1.4,2.8,.500,2.2,3.4,5.6,1.0,0.6,1.6,1.0,2.8,7.0,,2025
322,Josh Okogie,26,2TM,SG,32,2,15.6,2.5,5.2,.473,0.8,2.0,.385,1.7,3.2,.529,.548,1.2,1.6,.725,1.3,1.7,3.0,0.8,1.3,0.5,0.8,1.2,6.9,,2025
323,Josh Okogie,26,PHO,SG,25,1,14.0,2.2,4.6,.491,0.6,1.7,.381,1.6,2.9,.556,.561,0.9,1.3,.688,1.3,1.6,2.9,0.6,0.8,0.4,0.6,1.1,6.0,,2025
324,Josh Okogie,26,CHO,SG,7,1,21.3,3.3,7.6,.434,1.3,3.3,.391,2.0,4.3,.467,.519,2.1,2.7,.789,1.3,2.1,3.4,1.4,2.7,0.7,1.3,1.6,10.0,,2025
325,Thomas Bryant,27,2TM,C,37,5,15.2,2.6,5.0,.530,0.8,2.1,.367,1.9,2.9,.651,.608,0.8,0.9,.879,1.5,2.7,4.2,1.2,0.4,0.6,0.4,1.0,6.9,,2025
326,Thomas Bryant,27,MIA,C,10,0,11.5,1.2,2.8,.429,0.6,1.7,.353,0.6,1.1,.545,.536,1.1,1.1,1.000,0.6,2.6,3.2,0.4,0.1,0.9,0.2,0.9,4.1,,2025
327,Thomas Bryant,27,IND,C,27,5,16.6,3.2,5.8,.548,0.9,2.3,.371,2.3,3.5,.663,.621,0.7,0.8,.818,1.8,2.8,4.6,1.4,0.6,0.5,0.4,1.0,7.9,,2025
328,Vit Krejci,24,ATL,PG,39,15,20.8,2.5,5.5,.447,1.4,3.7,.384,1.0,1.8,.580,.577,0.5,0.8,.667,0.4,2.4,2.7,2.7,0.7,0.5,0.9,1.9,6.9,,2025
329,Torrey Craig,34,2TM,SF,10,1,12.2,2.4,4.7,.511,1.7,3.7,.459,0.7,1.0,.700,.691,0.3,0.4,.750,0.8,1.7,2.5,0.6,0.2,0.2,0.0,1.5,6.8,,2025
330,Torrey Craig,34,CHI,SF,9,1,12.6,2.4,5.0,.489,1.7,3.9,.429,0.8,1.1,.700,.656,0.3,0.4,.750,0.9,1.9,2.8,0.6,0.2,0.1,0.0,1.7,6.9,,2025
331,Torrey Craig,34,BOS,SF,1,0,9.0,2.0,2.0,1.000,2.0,2.0,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,,2025
332,Isaiah Collier,20,UTA,PG,46,21,23.7,2.8,6.7,.413,0.5,2.3,.231,2.3,4.5,.505,.452,0.8,1.2,.648,0.4,2.7,3.1,5.8,0.8,0.2,2.8,2.2,6.8,,2025
333,Andre Drummond,31,PHI,C,30,16,18.7,2.8,5.5,.506,0.0,0.4,.083,2.8,5.1,.539,.509,1.2,2.0,.574,2.5,5.1,7.5,0.6,1.1,0.4,1.6,2.4,6.8,,2025
334,Eric Gordon,36,PHI,SG,39,13,19.7,2.2,5.2,.426,1.4,3.5,.409,0.8,1.7,.463,.564,0.9,1.2,.750,0.2,1.0,1.2,1.7,0.7,0.3,0.7,0.8,6.8,,2025
335,Kyle Filipowski,21,UTA,C,44,10,18.3,2.5,4.9,.505,0.7,2.0,.333,1.8,2.9,.620,.572,1.0,1.5,.627,1.2,3.6,4.9,1.8,0.5,0.1,1.0,2.0,6.6,,2025
336,Ryan Dunn,22,PHO,SF,49,28,18.6,2.7,6.0,.442,1.0,3.2,.310,1.7,2.8,.590,.524,0.2,0.5,.478,1.0,2.4,3.3,0.9,0.4,0.6,0.4,2.3,6.5,,2025
337,KJ Simpson,22,CHO,PG,21,2,19.2,2.2,7.0,.318,0.7,3.0,.219,1.6,4.0,.393,.365,1.4,1.7,.806,1.1,1.6,2.7,2.5,0.7,0.2,1.3,1.6,6.5,,2025
338,Ben Simmons,28,2TM,PG,34,24,25.1,2.9,5.1,.554,0.0,0.0,,2.9,5.1,.554,.554,0.6,0.9,.733,0.9,4.4,5.3,6.9,0.9,0.5,2.6,2.4,6.4,,2025
339,Ben Simmons,28,BRK,PG,33,24,25.0,2.8,5.2,.547,0.0,0.0,,2.8,5.2,.547,.547,0.5,0.8,.692,0.9,4.3,5.2,6.9,0.8,0.5,2.7,2.5,6.2,,2025
340,Ben Simmons,28,LAC,PG,1,0,27.0,4.0,5.0,.800,0.0,0.0,,4.0,5.0,.800,.800,4.0,4.0,1.000,0.0,7.0,7.0,6.0,3.0,1.0,0.0,1.0,12.0,,2025
341,Davion Mitchell,26,2TM,PG,47,25,25.0,2.4,5.7,.432,1.0,2.7,.354,1.5,3.0,.504,.517,0.6,0.8,.692,0.4,1.5,1.9,4.6,0.7,0.2,1.7,2.6,6.4,,2025
342,Davion Mitchell,26,TOR,PG,44,22,24.5,2.4,5.5,.434,1.0,2.7,.359,1.5,2.9,.504,.520,0.6,0.8,.676,0.4,1.6,1.9,4.6,0.7,0.2,1.8,2.6,6.3,,2025
343,Davion Mitchell,26,MIA,PG,3,3,31.7,3.0,7.3,.409,1.0,3.3,.300,2.0,4.0,.500,.477,0.7,0.7,1.000,0.3,1.0,1.3,3.7,1.0,0.3,1.0,1.7,7.7,,2025
344,Alec Burks,33,MIA,SG,29,1,17.3,2.0,4.6,.425,1.4,3.3,.433,0.5,1.3,.405,.582,1.0,1.3,.763,0.4,2.2,2.7,1.1,0.6,0.2,0.4,0.7,6.4,,2025
345,Matas Buzelis,20,CHI,SF,53,4,14.8,2.3,5.3,.441,0.9,2.5,.361,1.4,2.8,.514,.527,0.8,1.0,.796,0.6,2.2,2.8,0.5,0.3,0.8,0.6,1.5,6.4,,2025
346,Mouhamed Gueye,22,ATL,PF,8,4,15.1,2.5,6.8,.370,0.5,3.4,.148,2.0,3.4,.593,.407,0.9,1.1,.778,0.9,3.0,3.9,0.6,1.3,1.0,0.3,0.9,6.4,,2025
347,KJ Martin,24,PHI,PF,24,7,20.0,2.5,4.1,.616,0.3,0.9,.381,2.2,3.3,.679,.657,1.0,1.2,.828,0.9,2.1,3.0,0.8,0.5,0.7,0.5,2.6,6.4,,2025
348,Ajay Mitchell,22,OKC,SG,34,1,16.5,2.5,4.9,.506,0.6,1.5,.431,1.8,3.4,.539,.572,0.8,1.0,.848,0.5,1.5,2.0,1.7,0.7,0.1,0.8,1.7,6.4,,2025
349,Simone Fontecchio,29,DET,SF,50,0,17.7,2.0,5.3,.383,1.1,3.2,.327,1.0,2.1,.471,.483,1.1,1.4,.838,0.7,2.4,3.1,0.9,0.4,0.2,0.8,1.3,6.3,,2025
350,Haywood Highsmith,28,MIA,SF,49,39,23.7,2.4,5.1,.466,1.2,3.0,.388,1.2,2.1,.578,.580,0.4,0.6,.679,0.8,2.3,3.1,1.2,0.9,0.6,0.7,2.0,6.3,,2025
351,Trey Lyles,29,SAC,PF,45,2,18.7,2.1,5.4,.393,1.2,3.7,.333,0.9,1.8,.519,.506,0.8,1.0,.745,1.0,3.4,4.4,1.0,0.6,0.4,0.5,1.2,6.3,,2025
352,Ricky Council IV,23,PHI,SF,46,4,14.1,2.1,5.0,.414,0.7,2.2,.304,1.4,2.8,.500,.481,1.4,1.7,.808,0.6,1.6,2.2,1.1,0.4,0.2,0.5,0.9,6.2,,2025
353,Ron Holland,19,DET,SF,55,1,15.5,2.3,5.3,.442,0.5,2.1,.250,1.8,3.2,.568,.491,1.0,1.2,.803,0.5,2.2,2.7,0.9,0.6,0.1,0.9,1.8,6.2,,2025
354,Dru Smith,27,MIA,SG,14,1,19.1,2.2,4.4,.508,1.1,2.1,.533,1.1,2.2,.484,.639,0.6,0.9,.750,0.9,1.7,2.6,1.6,1.5,0.4,1.2,2.1,6.2,,2025
355,Jonathan Isaac,27,ORL,PF,49,0,16.6,2.2,5.2,.418,0.7,2.5,.266,1.5,2.7,.561,.482,1.0,1.5,.667,1.8,3.0,4.9,0.5,0.8,1.2,0.4,1.4,6.1,,2025
356,Jarace Walker,21,IND,PF,50,1,16.6,2.2,4.8,.458,0.9,2.4,.369,1.3,2.4,.551,.552,0.8,1.2,.644,0.4,2.9,3.2,1.4,0.9,0.4,1.1,1.7,6.1,,2025
357,Shake Milton,28,2TM,SG,42,1,16.0,2.2,4.7,.457,0.8,2.1,.356,1.4,2.6,.541,.538,1.0,1.2,.800,0.5,1.4,1.9,2.1,0.4,0.1,0.7,1.3,6.0,,2025
358,Shake Milton,28,BRK,SG,27,1,18.2,2.7,5.8,.465,1.0,2.7,.389,1.7,3.1,.529,.554,0.9,1.2,.758,0.6,1.3,1.9,2.4,0.6,0.0,0.7,1.6,7.4,,2025
359,Shake Milton,28,LAL,SG,15,0,11.9,1.2,2.8,.429,0.3,1.2,.222,0.9,1.6,.583,.476,1.0,1.1,.882,0.5,1.5,1.9,1.6,0.2,0.1,0.7,0.9,3.7,,2025
360,Bol Bol,25,PHO,PF,18,2,11.4,2.4,5.1,.473,0.7,2.6,.277,1.7,2.4,.682,.544,0.5,0.8,.643,0.7,2.1,2.7,0.4,0.3,0.8,0.6,0.4,6.0,,2025
361,Alex Caruso,30,OKC,SG,33,1,19.0,2.3,5.6,.405,1.1,3.3,.321,1.2,2.3,.526,.500,0.4,0.5,.813,0.7,2.0,2.7,2.5,1.7,0.5,0.6,2.0,6.0,,2025
362,Seth Curry,34,CHO,SG,44,9,14.3,2.2,4.6,.480,1.2,2.5,.472,1.1,2.2,.490,.605,0.4,0.5,.857,0.4,1.1,1.5,0.7,0.4,0.1,0.4,0.9,6.0,,2025
363,Terance Mann,28,2TM,SG,40,12,19.7,2.3,5.2,.447,0.7,2.0,.372,1.6,3.3,.492,.517,0.6,0.9,.676,0.9,2.0,2.9,1.6,0.8,0.3,0.7,1.9,6.0,,2025
364,Terance Mann,28,LAC,SG,37,12,19.8,2.4,5.3,.446,0.7,2.0,.347,1.6,3.2,.508,.513,0.6,0.9,.719,0.9,2.0,2.9,1.6,0.8,0.3,0.7,1.8,6.0,,2025
365,Terance Mann,28,ATL,SG,3,0,18.7,2.0,4.3,.462,1.0,1.0,1.000,1.0,3.3,.300,.577,0.7,1.7,.400,1.3,1.7,3.0,2.0,1.0,0.0,0.3,2.3,5.7,,2025
366,Marcus Sasser,24,DET,PG,42,0,14.2,2.3,4.9,.466,0.9,2.5,.364,1.4,2.4,.576,.561,0.5,0.6,.885,0.3,0.9,1.2,2.3,0.7,0.1,1.0,1.4,6.0,,2025
367,Jamal Shead,22,TOR,PG,49,1,17.2,2.3,5.4,.427,0.8,2.3,.354,1.5,3.1,.481,.502,0.5,0.7,.727,0.2,0.9,1.2,3.6,0.6,0.1,1.5,1.8,6.0,,2025
368,Ben Sheppard,23,IND,SG,39,8,20.5,2.2,5.0,.429,1.3,3.4,.373,0.9,1.6,.548,.556,0.4,0.5,.889,0.7,1.8,2.5,1.2,0.7,0.3,0.3,2.1,6.0,,2025
369,Dean Wade,28,CLE,PF,35,26,22.8,2.1,5.1,.408,1.5,4.3,.349,0.6,0.9,.700,.553,0.4,0.7,.520,1.0,4.1,5.1,1.6,0.9,0.5,0.3,1.9,6.0,,2025
370,Kenrich Williams,30,OKC,PF,43,1,14.8,2.3,4.7,.495,0.9,2.4,.388,1.4,2.3,.604,.593,0.4,0.4,.889,0.9,2.4,3.3,1.2,0.7,0.1,0.5,1.5,6.0,,2025
371,James Wiseman,23,IND,C,1,0,5.0,2.0,4.0,.500,0.0,1.0,.000,2.0,3.0,.667,.500,2.0,2.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,,2025
372,Isaiah Wong,24,CHO,SG,20,0,13.3,2.1,5.3,.390,0.7,1.7,.394,1.4,3.6,.389,.452,1.3,1.7,.735,0.7,0.9,1.6,1.4,0.6,0.0,0.9,1.1,6.0,,2025
